model,model_label,split,probe_subj_accuracy,probe_subj_f1,probe_subj_auroc,probe_sent_accuracy,probe_sent_f1,probe_sent_auroc,precision_at_5,cluster_ari,cluster_nmi,sign_flip_rate
Static,Standard Transformer,test,0.8886,0.8362,0.9464,0.886,0.8284,0.9526,0.832,0.0837,0.0877,
Static,Standard Transformer,hard_verb,0.493,0.3842,0.3606,0.4884,0.382,0.35,0.8828,0.1451,0.12,
Static,Standard Transformer,hard_both,0.2319,0.0,0.0571,0.2174,0.0,0.0251,0.858,0.1599,0.1033,
Static,Standard Transformer,ambiguous_test,0.5482,0.3856,0.5413,0.5498,0.3804,0.5391,0.6358,0.0126,0.0231,
Static,Standard Transformer,continuation,0.733,0.7196,0.7859,0.7368,0.7232,0.778,0.734,0.2185,0.1665,
Static,Standard Transformer,interpolation,0.7613,0.6926,0.7922,0.7663,0.691,0.7824,0.7256,0.1802,0.171,
Static,Standard Transformer,contrastive,,,,,,,,,,0.0
Additive,Additive Time-Conditioned Transformer,test,0.8938,0.839,0.9564,0.8899,0.8327,0.9601,0.7887,0.0011,0.0027,
Additive,Additive Time-Conditioned Transformer,hard_verb,0.4698,0.3523,0.3572,0.4837,0.3729,0.3375,0.8316,0.0001,0.0023,
Additive,Additive Time-Conditioned Transformer,hard_both,0.2319,0.0,0.0048,0.2174,0.0,0.0087,0.7507,-0.0056,0.0017,
Additive,Additive Time-Conditioned Transformer,ambiguous_test,0.5848,0.4356,0.568,0.5846,0.433,0.5714,0.6977,-0.0003,0.0001,
Additive,Additive Time-Conditioned Transformer,continuation,0.7481,0.7602,0.7857,0.7582,0.7703,0.788,0.733,0.0002,0.0008,
Additive,Additive Time-Conditioned Transformer,interpolation,0.7487,0.6855,0.7808,0.7714,0.7074,0.7871,0.7191,-0.0018,0.0001,
Additive,Additive Time-Conditioned Transformer,contrastive,,,,,,,,,,0.6552
Joint,Token-Time Transformer,test,0.8886,0.8375,0.9494,0.8952,0.8462,0.9531,0.7979,-0.0009,0.0,
Joint,Token-Time Transformer,hard_verb,0.5116,0.4,0.3723,0.4837,0.3867,0.3412,0.8428,-0.004,0.0004,
Joint,Token-Time Transformer,hard_both,0.2174,0.0,0.0397,0.2899,0.0,0.0484,0.7594,-0.0038,0.0037,
Joint,Token-Time Transformer,ambiguous_test,0.586,0.4402,0.5707,0.5792,0.4362,0.5641,0.6869,0.0054,0.0021,
Joint,Token-Time Transformer,continuation,0.7456,0.7601,0.7708,0.762,0.7664,0.7773,0.7144,-0.0011,0.0001,
Joint,Token-Time Transformer,interpolation,0.7739,0.7256,0.7843,0.7739,0.7222,0.7872,0.709,-0.0018,0.0007,
Joint,Token-Time Transformer,contrastive,,,,,,,,,,0.5517
Timeformer,Memory-Augmented Timeformer,test,0.8952,0.8438,0.9613,0.8991,0.8522,0.9578,0.828,-0.0003,0.0006,
Timeformer,Memory-Augmented Timeformer,hard_verb,0.4698,0.3596,0.3482,0.5023,0.4088,0.369,0.8679,-0.004,0.0001,
Timeformer,Memory-Augmented Timeformer,hard_both,0.2029,0.0678,0.06,0.1739,0.0339,0.0261,0.7681,-0.0119,0.0,
Timeformer,Memory-Augmented Timeformer,ambiguous_test,0.5922,0.4532,0.5732,0.5714,0.4332,0.571,0.6848,0.0004,0.0005,
Timeformer,Memory-Augmented Timeformer,continuation,0.7607,0.7666,0.7866,0.7746,0.7836,0.7938,0.7161,-0.0,0.0009,
Timeformer,Memory-Augmented Timeformer,interpolation,0.7638,0.7134,0.7757,0.7613,0.6945,0.7811,0.7307,-0.0021,0.0,
Timeformer,Memory-Augmented Timeformer,contrastive,,,,,,,,,,0.7241
